@title,Bahasa Indonesia
#02292,"So, you're about to make your way out onto the wide open sea..."
,Who knows what kinds of enemies and treasure await you? I sometimes wish I could go with you...
,"Here. It's not much, but take this. Good luck!"
#02293,Wow! We found something else!
#02294,You've completed all of the quests on this island!
#02295,Ho ho ho! I've been watching from the shadows.
,It was worth the long trip out here.
,"Allow me to present you with this ""Medal of Conquest!"""
#02296,"Since you've conquered this island, you'll want to start exploring other areas."
,Well done!
#02297,It's been a long journey but...
,We've conquered the strongest island there is!
,"Even I, your humble assistant, can't believe we made it this far! We're the strongest fleet there is!"
,We can keep traveling the world for as long as you like...
,Or you can purchase Replay Data at the Special Shop.
,"Anyway, carry on!"
#02298,Our crew has really grown.
,"<co=0066cc>Crewmates not assigned to combat teams</co> can pick up treasure that falls on the deck, and..."
,"...Speaking of which, I forgot that the king gave us this."
#02299,A lab is a very useful place that allows you to change treasure into<co=0066cc> more valuable items.
,The crew has said that it's easier for them to use facilities <co=0066cc>on the same level as their cabin</co>.
,You can try making new cabins on the <co=ff0000>lower level</co> as well.
#02300,Look! We found something else while on that quest!
#02301,We've finished a number of quests at our base.
,Why don't we try going to a <co=ff0000>different island</co>?
,<co=0066cc>Tap the left key...</co><br>And select an unexplored area from the world map!
#02302,It's nice to be back at home base. I missed it...
,"The crew will visit the island to refill supplies, so try stopping back here if you're running low."
,The king certainly seemed glad to see us.
,We'll have to try our best to complete his tasks and earn more rewards!
#02303,I'd like to do some surveying to see if we can discover any new islands.
,The party may be attacked by any number of enemies while surveying.
,If all members of the party are defeated...
,...the survey mission will fail. So be sure you're prepared for combat.
#02304,The party was defeated...
,We'll drop anchor until we get instructions from the ship.
,You can try again <co=0066cc>after returning to base</co>.
#02305,We have arrived at <0>.
#02306,It's time to start surveying! Select the <co=0066cc>members who will participate in battle</co>!
#02307,It looks like there's a new island! Let's go check it out!
#02308,There's a new island there! And...
,There's also a <co=0066cc>suspicious-looking ship</co>! We'd better be prepared!
#02309,Huh...
,"We performed the survey, but it looks like there's nowhere we can go here..."
,Let's try surveying another area!
#02310,Huh...
,"We performed the survey, but it looks like there are no islands here..."
,But there is a suspicious-looking ship! We'd better be prepared!
#02311,The survey is complete.
#02312,We just got more quest information.
#02313,Wow! We just got information about a <co=ff0000>major quest</co>!
#02314,I'm getting a whiff of danger from this. We might want to <co=0066cc>visit other islands </co>before tackling it.
#02315,Wow...!
,We just got some information about what might just be the ultimate quest!
,We'll have to really be ready before we tackle this one!
#02316,We just got some information about a new area of the sea.
,Let's go check it out.
#02317,"Ho ho ho! Thanks to you, we've assembled quite an impressive fleet!"
,I think it's time for <team> to start visiting some unexplored lands.
,I'm so worked up thinking about the adventures you'll have that I won't sleep a wink tonight!
,Ho ho ho! Good luck! Zzz...
#02318,I've prepared a sea chart showing the surrounding area.
#02319,You'll see that there are some unexplored areas.
,Let's go survey them!
#02320,Ho ho ho...
,"Now that you've amassed your forces, it's time you visited some other countries."
,Go ahead and set sail for the great unknown!
,Just make sure you're ready first. Do you have a change of underwear...?
#02321,Thank goodness you came!
,I was lost and about to get captured!
,I'll be heading home now. Maybe we'll meet again.
#02322,Thanks for your help earlier.
,Please take this with my gratitude.
#02323,You may find me plying my trade here and there. Maybe I can be of some help to you later.
,"Oh, and if you have a <co=0066cc>shop </co>on your ship, I might stop in to do a little shopping!"
,Goodbye!
#02324,Thank goodness you came!
,There really are some bad people in this world!
,I'll be heading home now. Maybe we'll meet again.
#02325,You may find me plying my trade here and there.
,Maybe I can be of some help to you later.
,Goodbye!
#02326,"Oh, thank you!"
,I just wanted to get some cakes for my grandchildren when I was surrounded by some scary people...
,The town was completely taken over.
,"But now there's a strong barricade in place, so I'll be going back to town. I'll see you later."
#02327,Thanks for your help.
,I'm afraid we ate the cakes... So you'll have to accept this with my thanks.
#02328,"If you're ever in trouble, try looking up at the night sky."
,Looking up at a starry sky always helps calm my nerves.
,"Anyway, feel free to stop by the town anytime you like."
#02329,You really saved my bacon!
,"I was playing ""doorbell dash"" at a friend's house when I slipped and fell down a cliff."
,I'll be heading home now. Goodbye.
#02330,"Now that I think of it, I haven't thanked you properly."
,I bought this at the convenience store yesterday... But you can have it!
#02331,"I've got a big test coming up next week, so I've got to study, study, study!"
,"I may not look it, but I'm above average when it comes to school."
,Goodbye!
#02332,Thank you!
,"I love adventuring, but I almost didn't make it back home!"
,I'm thinking of writing a book based on my journal entries.
,"I'll be heading back to town now, but let's meet again."
#02333,Thanks for earlier.
,"My mom asked me to give this to you. Here, take it."
#02334,"I'm entering high school next year, so I guess I'll have to put adventuring behind me."
,I'm gonna study hard and publish my book... Then I'll just kick back and live off the royalties!
,Goodbye!
#02335,Thank you! ♪
,I was out picking flowers when I got mixed up in this business.
,I'll be heading back to town now. Maybe we'll meet again.
#02336,Thanks for your help earlier.
,Please accept this with my thanks.
#02337,I think from now on I'll just have to content myself with looking at flowers in library books.
,"But if I can't stand it, I may go out picking flowers again, so I may need your help!"
,Goodbye!
#02338,Whew! You really saved me!
,"I was looking for some wheat to use in a new dumpling recipe, when I got caught up in all of this!"
,"Now that I've got the ingredients, I'm going to head straight home and make some dumplings!"
#02339,Thanks for your help earlier.
,"My father asked me to give this to you. Here, take it."
#02340,"By the way, I plan to show off my new dumplings to all the kids in the neighborhood..."
,And then eat them all myself!
,"Well, bye!"
#02341,Thanks for being so much help to my father.
,"I was trying to get one of his rewards, when I ended up getting lost."
,Those pirates were about to dress me up in some weird costume!
,"Well, I'll be back heading back to the harbor."
#02342,Keep working hard so <team> will be the strongest country in the world by the time I'm king!
,"Well, I'll be heading back home for some tea and crumpets!"
,Goodbye!
#02343,Thank you.
,"I was trying to sell them some weapons, when they captured me! That was a close one."
,I'm going to go home now. Goodbye.
#02344,"Come to think of it, I never really thanked you properly."
,This is one of our most popular products...
#02345,"Well, I'm going to keep trying to make my dream of owning my own store come true."
,"Good luck with your dreams, whatever they are."
,Goodbye!
#02346,Thank goodness you came!
,I came here to do some business and ended up caught up in this mess!
,I'll be heading home now. Maybe we'll meet again.
#02347,I hope to continue with my business somewhere.
,Maybe I can be of some help to you later.
,Goodbye!
#02348,Thank goodness you came!
,I was headed to my favorite floating department store for some jewelry when I got involved in this.
,"I'm going to head home, but I hope we'll see each other again."
#02349,"From now on, I'm going to do my best to stay out of trouble."
,Maybe I'll disguise myself as a manatee or something when I have to go out...
,Goodbye!
#02350,Thank goodness you came!
,My right shoe got stuck in the mud and I couldn't move an inch! I was like a statue! Hee hee!
,I'll be heading home now. Maybe we'll meet again.
#02351,I've decided to ditch the armor and try living like an ordinary girl. Hee hee!
,Goodbye!
#02352,Thank you very much.
,I was on my way to the croquet championships when I got separated from my friends.
,I'm in your debt.
#02353,I found this buried in one of my dresser drawers. I thought maybe you could use it.
,Here you go.
#02354,"Well, anyway... I've got to hurry off to the croquet grounds!"
,You can read all about it in the paper tomorrow!
,Goodbye!
#02355,"Oh, dear. It looks like you're running out of money."
,The easiest way to get money is probably by <co=0066cc>defeating enemies in battle</co>.
,But you'll also find it's easier to collect if you have many<co=0066cc> crewmates not assigned to combat teams</co>.
,"I think I have some change in my pocket, though... Let's see... No, that's a tissue..."
,"Ah, here we are. Go ahead and take it."
#02356,It looks like your <co=0066cc>resources </co>are getting low. You need resources to perform various actions.
,"They're represented by the ""meat"" icon in the upper right, and decrease as your crew use the ship's facilities."
,"You can refill resources at island stores, so after a hard day of questing, return to base and recharge."
,I think there's a little left in my cabin you could have... Let's see... I think it's in my spare boots...
,"Ah, here we are. Go ahead and take it."
#02357,You don't seem to have any crewmates on board...
,"In addition to the ones assigned to combat teams, you also need <co=ff0000>crew to stay on the ship</co>."
,"They pick up items off the deck, research them, and watch over the ship while the others are gone."
,Try and recruit some more crewmates!
#02358,You've got some new crewmates!
,"If you want them to fight in battle, assign them to a combat team under ""<co=0066cc>Combat Teams</co>"" in the menu."
,You're getting the hang of it. Keep <co=ff0000>adding crewmates</co> and completing <co=0066cc>quests</co>!
#02359,One of your crewmates has leveled up enough to <co=0066cc>master a job</co>!
,They've learned a <co=0066cc>special skill</co>. They can use it even if they change to another job.
,"In fact, it might not be a bad time to select a new job for them!"
,"...Oh, I guess I forgot to tell you."
#02360,Changing a crewmate's job requires various types of knowledge.
,"Normally, crewmates earn knowledge a bit at a time <co=0066cc>when using your ship's facilities."
,"But if you have a special book, you can change jobs right away."
,"They're very rare, but they can come in handy when you don't have enough knowledge."
#02361,"Ah, it looks like it hatched without any problems. Let me give you this to help raise it on the ship."
#02362,I can't wait to see what kind of monster it is.
,So feel free to stop by the nearest monster farm.
,Any monster farm in the world will look after your monsters for you!
,We'll be waiting!
#02363,What's this? <0> doesn't seem very energetic for some reason.
,And there's no sign of any monsters in this area.
,The villagers don't even feel like coming out of their houses.
,They should recover if we go to another island or if you don't play the game for a while.
,So let's head for another island!
#02364,"If you've got a smith ticket, be sure and speak up!"
#02365,Here you can install cannons on the deck of your ship.
,I've heard they're used in online battles that you can play if you reach Rank 20 or above...
,Try saving up to get a good one!
#02366,Ooh! You've reached rank 20!
,"From this point on, you'll be able to have battles with ships from all over the world."
,Fighting battles can be very rewarding for both people involved!
,"So from now on, if you see another player's ship on the <co=0066cc>world map</co>, try battling them!"
#02367,Welcome back.
,"During your last online battle, you were <co=ff0000>disconnected</co>..."
,That means that you lost... Be sure to fight your battles to the very end.
,But let's not worry about that! Why don't we do a little questing?
#02368,"Oh, it looks like you don't have enough <co=0066cc>stamina</co>."
,Stamina regenerates in real time! So playing a little bit each day might not be a bad idea.
,"But if you find yourself really wanting to play a lot, you can refill your stamina at my shop!"
,Feel free to stop by.
#02369,"A little low on <co=0066cc>stamina</co>, are we? Well, let's take care of that!"
#02370,<team> has gotten quite strong!
,Maybe we should try going back to the <co=0066cc>king's castle</co>.
,Who knows what new discoveries might await us?
#02371,Speaking of which...! Our country's fleet is now quite powerful...
,And that means that we're starting to get a lot of requests for help from other countries.
,"It can be dangerous, but if you feel like visiting another country, just come to me."
,I'll just be here polishing my crown...
#02372,"Oh, dear... It looks like you're running low on medals."
,"You can get medals by completing a lot of quests, or by making sure to play the game every day."
,"I've also heard that once you and your friends reach <co=0066cc>fleet rank 20</co>, it gets easier to earn medals..."
,"But I think I had a medal or two in my pocket... Let me see... No, that's a toothbrush..."
,"Ah, here we are. Go ahead and take it."
#02373,I knew all of that battling would pay off!
,Our<co=0066cc> fleet rank </co>has gone up! Defeating enemies and monsters makes your rank gauge go up.
,"Your <co=0066cc>maximum stamina </co>will go up for every 3 ranks you achieve, which will let you visit more places."
,<co=ff0000>...
,"I really should've mentioned this earlier, but be sure and use the menu to <co=0066cc>save </co>your game periodically."
,"Oh, I'll slip in an auto-save once in a while, but remember to <co=ff0000>save your game before you stop playing</co>."
,"Now that we have that out of the way, let's get back to adventuring!"
#02374,Hmm. We seem to have discovered a rather large egg.
,The boys in the lab can't seem to make heads or tails out of it.
,I guess we'll just leave it in the ship's hold...
#02375,Wait a minute!
,That egg...
,"I'll have to look into this in more detail to be sure, but I think it may be a <co=ff0000>monster egg</co>!"
,We'd better head to the nearest monster farm to check this out!
#02376,Ho ho ho. By the way...
,Is the <co=ff0000>maximum level of your island facilities</co> high enough?
,I was in the royal library the other day and I found a book about how to raise that level.
,Maybe it can be of some use to you...
#02377,So the king had this the whole time?
,We can use it to increase the level of our island facilities.
,"It does cost money, but higher level facilities should produce better products!"
#02378,It looks like the island's facilities have reached the maximum level!
,"It seems like there should be a way to increase it even more, but..."
,I'm afraid I have no idea what it could be... Maybe if we keep adventuring we'll discover it!
#02379,That crewmate is leaving us. But I'm sure they'll be happy somewhere in <team>.
#02380,I guess we have to withdraw and leave the treasure chests behind...
,"But if we train somewhere, I'm sure we'll be able to win later!"
#02381,You don't have enough money...
#02382,Your fleet rank isn't high enough...
#02383,You don't have any empty skill slots.
#02384,You haven't learned any skills.
#02385,Orders changed.
#02386,So we're setting sail at last! Smell that sea air! Feel those waves! This is so exciting!
,"On the high seas, you never know when you'll be attacked! Make sure you've selected good combat members!"
,By the way... Did you know that your ship keeps sailing even when you're not playing the game?
,True story. Anyway... Let's go!
#02387,Uh-oh... The entire party was defeated...
,"But not to worry! If you use a medal, <co=0066cc>you can restart right where you left off</co>, with full health!"
,"If you choose to withdraw, any treasure that you collected up that point will be lost, so be careful."
,You can always try to level up your crewmates somewhere else and come back later.
#02388,Hm? That crewmate's equipment looks pretty heavy.
,"They can still go to battle, but they'll walk slowly. You might try selecting something else."
,"You might also try tapping the ""Suggest"" button (the left key)."
